"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"test Climbing stairs","1","test Climbing stairs: input = {input}, returns = {expectedResult}","","Sun Aug 03 22:20:32 GMT 2025","passed","Sun Aug 03 22:20:32 GMT 2025","","climbStairs(3) should equal 3","climbStairs(3) should equal 3","test Climbing stairs: input = {input}, returns = {expectedResult}"
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_roman_to_integer","",""
"","0","test Climbing stairs","","Sun Aug 03 22:20:33 GMT 2025","passed","Sun Aug 03 22:20:33 GMT 2025","","suite C#","ClimbingStairsTest","ShouldCalculateStairs"
"test Maximum subarray 06","0","Maximum Subarray","","Sun Aug 03 22:20:43 GMT 2025","failed","Sun Aug 03 22:20:43 GMT 2025","","","home.runner.work.testLeCo.testLeCo.src.main.java.problems.easy.MaximumSubarray.MaximumSubarray_test","TestMaximumSubarray"
"","6","test Maximum subarray [5] [6, -7, 6, -3, 5], 8","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Kotlin","problems.easy.MaximumSubarray.MaximumSubarrayKtTest","shouldCalculateMaximumSubarray"
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_climbing_stairs","",""
"","1","test Maximum subarray [8] inputArray=[-2, -1], expectedResult=-1","","Sun Aug 03 22:23:28 GMT 2025","passed","Sun Aug 03 22:23:28 GMT 2025","","suite Scala","problems.easy.MaximumSubarray.MaximumSubarrayScalaTest","shouldCalculateMaximumSubarray"
"","5","test Maximum subarray [6] [-2, -3, 4, -1, -2, 1, 5, -3], 7","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Kotlin","problems.easy.MaximumSubarray.MaximumSubarrayKtTest","shouldCalculateMaximumSubarray"
"","6","test Degree of an array [2] [1, 2, 2, 3, 1, 4, 2], 6","","Sun Aug 03 22:23:26 GMT 2025","failed","Sun Aug 03 22:23:26 GMT 2025","","suite Java","problems.easy.DegreeOfAnArray.DegreeOfAnArrayTest","shouldCalculateDegree"
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_maximum_subarray","",""
"","2","test Maximum subarray [5] [6, -7, 6, -3, 5], 8","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Java","problems.easy.MaximumSubarray.MaximumSubarrayTest","shouldCalculate"
"test Climbing stairs","1","test Climbing stairs: input = {input}, returns = {expectedResult}","","Sun Aug 03 22:20:32 GMT 2025","passed","Sun Aug 03 22:20:32 GMT 2025","","climbStairs(2) should equal 2","climbStairs(2) should equal 2","test Climbing stairs: input = {input}, returns = {expectedResult}"
"","1","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_two_sum","",""
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_roman_to_integer","",""
"","184","test Maximum subarray [1] [-2, 1, -3, 4, -1, 2, 1, -5, 4], 6","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Java","problems.easy.MaximumSubarray.MaximumSubarrayTest","shouldCalculate"
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","skipped","Sun Aug 03 22:20:38 GMT 2025","","test_find_the_most_competitive_subsequence","",""
"","17","test Degree of an array [1] [1, 2, 2, 3, 1], 2","","Sun Aug 03 22:23:27 GMT 2025","failed","Sun Aug 03 22:23:27 GMT 2025","","suite Kotlin","problems.easy.DegreeOfAnArray.DegreeOfAnArrayKtTest","testDegreeOfAnArray"
"","5","test Maximum subarray [4] [5, -3, 6, -7, 6], 8","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Java","problems.easy.MaximumSubarray.MaximumSubarrayTest","shouldCalculate"
"","5","test Majority element [2] input=[2, 2, 1, 1, 1, 2, 2], expectedResult=2","","Sun Aug 03 22:23:27 GMT 2025","passed","Sun Aug 03 22:23:27 GMT 2025","","suite Scala","problems.easy.MajorityElement.MajorityElementTest","shouldCalculateMajorityElement"
"","0","test Combination sum 01","suite Python","Sun Aug 03 22:20:38 GMT 2025","broken","Sun Aug 03 22:20:38 GMT 2025","SolutionTest","test_combination_sum","",""
"test Majority element","0","test Majority element: input = {inputArray}, returns {expectedResult}","","Sun Aug 03 22:20:32 GMT 2025","passed","Sun Aug 03 22:20:32 GMT 2025","","majorityElement([ 2, 2, 1, 1, 1, 2, 2, [length]: 7 ]) should equal to 2","majorityElement([ 2, 2, 1, 1, 1, 2, 2, [length]: 7 ]) should equal to 2","test Majority element: input = {inputArray}, returns {expectedResult}"
"","1032","test Climbing stairs [3] input=3, expectedResult=3","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:27 GMT 2025","","suite Scala","problems.easy.ClimbingStairs.ClimbingStairsScalaTest","testClimbingStairs"
"test Maximum subarray","0","test Maximum subarray: inputArray = {inputArray}, returns {expectedResult}","","Sun Aug 03 22:20:32 GMT 2025","passed","Sun Aug 03 22:20:32 GMT 2025","","maxSubArray([ 6, -7, 6, -3, 5, [length]: 5 ]) should equal 8","maxSubArray([ 6, -7, 6, -3, 5, [length]: 5 ]) should equal 8","test Maximum subarray: inputArray = {inputArray}, returns {expectedResult}"
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","passed","Sun Aug 03 22:20:38 GMT 2025","","test_integer_to_roman","",""
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","failed","Sun Aug 03 22:20:38 GMT 2025","","test_integer_to_english_words","",""
"","0","test Python","suite Python","Sun Aug 03 22:20:38 GMT 2025","skipped","Sun Aug 03 22:20:38 GMT 2025","","test_is_subsequence","",""
"","0","test Combination sum 05","suite Python","Sun Aug 03 22:20:38 GMT 2025","broken","Sun Aug 03 22:20:38 GMT 2025","SolutionTest","test_combination_sum","",""
"","7","test Climbing stairs [2] 2, 2","","Sun Aug 03 22:23:25 GMT 2025","passed","Sun Aug 03 22:23:25 GMT 2025","","suite Java","problems.easy.ClimbingStairs.ClimbingStairsTest","testClimbingStairs"
"","10","test Climbing stairs [5] 5, 8","","Sun Aug 03 22:23:26 GMT 2025","passed","Sun Aug 03 22:23:26 GMT 2025","","suite Kotlin","problems.easy.ClimbingStairs.ClimbingStairsKtTest","testClimbingStairs"
"test Maximum subarray","1","test Maximum subarray: inputArray = {inputArray}, returns {expectedResult}","","Sun Aug 03 22:20:32 GMT 2025","passed","Sun Aug 03 22:20:32 GMT 2025","","maxSubArray([ -2, -1, [length]: 2 ]) should equal -1","maxSubArray([ -2, -1, [length]: 2 ]) should equal -1","test Maximum subarray: inputArray = {inputArray}, returns {expectedResult}"
"","1","test Maximum subarray [3] inputArray=[5, 4, -1, 7, 8], expectedResult=23","","Sun Aug 03 22:23:27 GMT 2025","passed","Sun Aug 03 22:23:27 GMT 2025","","suite Scala","problems.easy.MaximumSubarray.MaximumSubarrayScalaTest","shouldCalculateMaximumSubarray"
"","10","test Recent counter","","Sun Aug 03 22:20:33 GMT 2025","passed","Sun Aug 03 22:20:33 GMT 2025","","suite C#","RecentCounterTest","PingTest"
